jsonstat,.,|
label,"Population by province of residence, place of birth, age, gender and year in Galicia"
source,INE and IGE
updated,2012-12-27T12:25:09Z
href,https://json-stat.org/samples/galicia.json
dimension,birth,place of birth,6,T,total,C,county of residence,P,another county in the same province,G,another province of Galicia,A,in another autonomous community,F,abroad,geo
dimension,age,age group,22,T,total,0,0-4,5,5-9,10,10-14,15,15-19,20,20-24,25,25-29,30,30-34,35,35-39,40,40-44,45,45-49,50,50-54,55,55-59,60,60-64,65,65-69,70,70-74,75,75-79,80,80-84,85,85-89,90,90-94,95,95-99,100,100+
dimension,gender,gender,3,T,total,M,male,F,female
dimension,time,year,2,2001,2001,2011,2011,time
dimension,residence,province of residence,5,T,total,15,A Coruña,27,Lugo,32,Ourense,36,Pontevedra,geo
dimension,concept,concept,1,pop,population,metric,0|persons
data
birth,age,gender,time,residence,concept,value
G,50,T,2001,27,pop,1088
G,50,T,2001,32,pop,1529
G,50,T,2001,36,pop,7417
G,50,T,2011,T,pop,16186
G,50,T,2011,15,pop,7164
G,50,T,2011,27,pop,1340
G,50,T,2011,32,pop,1569
G,50,T,2011,36,pop,6112
G,50,M,2001,T,pop,8451
G,50,M,2001,15,pop,3476
G,50,M,2001,27,pop,523
G,50,M,2001,32,pop,737
G,50,M,2001,36,pop,3715
G,50,M,2011,T,pop,7597
G,50,M,2011,15,pop,3413
G,50,M,2011,27,pop,636
G,50,M,2011,32,pop,728
G,50,M,2011,36,pop,2821
G,50,F,2001,T,pop,8785
G,50,F,2001,15,pop,3726
G,50,F,2001,27,pop,565
G,50,F,2001,32,pop,792
G,50,F,2001,36,pop,3702
G,50,F,2011,T,pop,8589
G,50,F,2011,15,pop,3752
G,50,F,2011,27,pop,704
G,50,F,2011,32,pop,841
G,50,F,2011,36,pop,3291
G,55,T,2001,T,pop,15844
G,55,T,2001,15,pop,6631
G,55,T,2001,27,pop,977
G,55,T,2001,32,pop,1430
G,55,T,2001,36,pop,6806
G,55,T,2011,T,pop,16713
G,55,T,2011,15,pop,7148
G,55,T,2011,27,pop,1289
G,55,T,2011,32,pop,1607
G,55,T,2011,36,pop,6669
G,55,M,2001,T,pop,7845
G,55,M,2001,15,pop,3222
G,55,M,2001,27,pop,483
G,55,M,2001,32,pop,689
G,55,M,2001,36,pop,3451
G,55,M,2011,T,pop,7855
G,55,M,2011,15,pop,3323
G,55,M,2011,27,pop,619
G,55,M,2011,32,pop,786
G,55,M,2011,36,pop,3127
G,55,F,2001,T,pop,7999
G,55,F,2001,15,pop,3409
G,55,F,2001,27,pop,494
G,55,F,2001,32,pop,741
G,55,F,2001,36,pop,3355
G,55,F,2011,T,pop,8858
G,55,F,2011,15,pop,3825
G,55,F,2011,27,pop,670
G,55,F,2011,32,pop,821
G,55,F,2011,36,pop,3542
G,60,T,2001,T,pop,11867
G,60,T,2001,15,pop,4971
G,60,T,2001,27,pop,798
G,60,T,2001,32,pop,1160
G,60,T,2001,36,pop,4938
G,60,T,2011,T,pop,17003
G,60,T,2011,15,pop,7101
G,60,T,2011,27,pop,1096
G,60,T,2011,32,pop,1524
G,60,T,2011,36,pop,7282
G,60,M,2001,T,pop,5845
G,60,M,2001,15,pop,2443
G,60,M,2001,27,pop,348
G,60,M,2001,32,pop,592
G,60,M,2001,36,pop,2462
G,60,M,2011,T,pop,8224
G,60,M,2011,15,pop,3380
G,60,M,2011,27,pop,522
G,60,M,2011,32,pop,725
G,60,M,2011,36,pop,3598
G,60,F,2001,T,pop,6022
G,60,F,2001,15,pop,2528
G,60,F,2001,27,pop,450
G,60,F,2001,32,pop,568
G,60,F,2001,36,pop,2476
G,60,F,2011,T,pop,8778
G,60,F,2011,15,pop,3722
G,60,F,2011,27,pop,573
G,60,F,2011,32,pop,799
G,60,F,2011,36,pop,3685
G,65,T,2001,T,pop,13161
G,65,T,2001,15,pop,5574
G,65,T,2001,27,pop,1017
G,65,T,2001,32,pop,1295
G,65,T,2001,36,pop,5275
G,65,T,2011,T,pop,15483
G,65,T,2011,15,pop,6459
G,65,T,2011,27,pop,979
G,65,T,2011,32,pop,1397
G,65,T,2011,36,pop,6648
G,65,M,2001,T,pop,6217
G,65,M,2001,15,pop,2603
G,65,M,2001,27,pop,472
G,65,M,2001,32,pop,650
G,65,M,2001,36,pop,2492
G,65,M,2011,T,pop,7539
G,65,M,2011,15,pop,3106
G,65,M,2011,27,pop,471
G,65,M,2011,32,pop,669
G,65,M,2011,36,pop,3293
G,65,F,2001,T,pop,6944
G,65,F,2001,15,pop,2971
G,65,F,2001,27,pop,545
G,65,F,2001,32,pop,645
G,65,F,2001,36,pop,2783
G,65,F,2011,T,pop,7944
G,65,F,2011,15,pop,3353
G,65,F,2011,27,pop,508
G,65,F,2011,32,pop,728
G,65,F,2011,36,pop,3355
G,70,T,2001,T,pop,10285
G,70,T,2001,15,pop,4170
G,70,T,2001,27,pop,883
G,70,T,2001,32,pop,1124
G,70,T,2001,36,pop,4108
G,70,T,2011,T,pop,11235
G,70,T,2011,15,pop,4726
G,70,T,2011,27,pop,803
G,70,T,2011,32,pop,1051
G,70,T,2011,36,pop,4655
G,70,M,2001,T,pop,4600
G,70,M,2001,15,pop,1875
G,70,M,2001,27,pop,383
G,70,M,2001,32,pop,518
G,70,M,2001,36,pop,1824
G,70,M,2011,T,pop,5332
G,70,M,2011,15,pop,2216
G,70,M,2011,27,pop,336
G,70,M,2011,32,pop,521
G,70,M,2011,36,pop,2259
G,70,F,2001,T,pop,5685
G,70,F,2001,15,pop,2295
G,70,F,2001,27,pop,500
G,70,F,2001,32,pop,606
G,70,F,2001,36,pop,2284
G,70,F,2011,T,pop,5902
G,70,F,2011,15,pop,2510
G,70,F,2011,27,pop,467
G,70,F,2011,32,pop,529
G,70,F,2011,36,pop,2396
G,75,T,2001,T,pop,7969
G,75,T,2001,15,pop,3148
G,75,T,2001,27,pop,702
G,75,T,2001,32,pop,843
G,75,T,2001,36,pop,3276
G,75,T,2011,T,pop,11858
G,75,T,2011,15,pop,5053
G,75,T,2011,27,pop,928
G,75,T,2011,32,pop,1119
G,75,T,2011,36,pop,4758
G,75,M,2001,T,pop,3250
G,75,M,2001,15,pop,1288
G,75,M,2001,27,pop,288
G,75,M,2001,32,pop,367
G,75,M,2001,36,pop,1307
G,75,M,2011,T,pop,5188
G,75,M,2011,15,pop,2170
G,75,M,2011,27,pop,409
G,75,M,2011,32,pop,526
G,75,M,2011,36,pop,2084
G,75,F,2001,T,pop,4719
G,75,F,2001,15,pop,1860
G,75,F,2001,27,pop,414
G,75,F,2001,32,pop,476
G,75,F,2001,36,pop,1969
G,75,F,2011,T,pop,6670
G,75,F,2011,15,pop,2883
G,75,F,2011,27,pop,519
G,75,F,2011,32,pop,593
G,75,F,2011,36,pop,2674
G,80,T,2001,T,pop,5349
G,80,T,2001,15,pop,2221
G,80,T,2001,27,pop,462
G,80,T,2001,32,pop,561
G,80,T,2001,36,pop,2105
G,80,T,2011,T,pop,8302
G,80,T,2011,15,pop,3321
G,80,T,2011,27,pop,696
G,80,T,2011,32,pop,864
G,80,T,2011,36,pop,3421
G,80,M,2001,T,pop,1921
G,80,M,2001,15,pop,802
G,80,M,2001,27,pop,176
G,80,M,2001,32,pop,194
G,80,M,2001,36,pop,749
G,80,M,2011,T,pop,3255
G,80,M,2011,15,pop,1298
G,80,M,2011,27,pop,261
G,80,M,2011,32,pop,355
G,80,M,2011,36,pop,1341
G,80,F,2001,T,pop,3428
G,80,F,2001,15,pop,1419
G,80,F,2001,27,pop,286
G,80,F,2001,32,pop,367
G,80,F,2001,36,pop,1356
G,80,F,2011,T,pop,5046
G,80,F,2011,15,pop,2023
G,80,F,2011,27,pop,435
G,80,F,2011,32,pop,509
G,80,F,2011,36,pop,2081
G,85,T,2001,T,pop,3204
G,85,T,2001,15,pop,1356
G,85,T,2001,27,pop,289
G,85,T,2001,32,pop,331
G,85,T,2001,36,pop,1228
G,85,T,2011,T,pop,5098
G,85,T,2011,15,pop,2007
G,85,T,2011,27,pop,442
G,85,T,2011,32,pop,483
G,85,T,2011,36,pop,2167
G,85,M,2001,T,pop,1064
G,85,M,2001,15,pop,479
G,85,M,2001,27,pop,94
G,85,M,2001,32,pop,112
G,85,M,2001,36,pop,379
G,85,M,2011,T,pop,1739
G,85,M,2011,15,pop,666
G,85,M,2011,27,pop,146
G,85,M,2011,32,pop,187
G,85,M,2011,36,pop,741
G,85,F,2001,T,pop,2140
G,85,F,2001,15,pop,877
G,85,F,2001,27,pop,195
G,85,F,2001,32,pop,219
G,85,F,2001,36,pop,849
G,85,F,2011,T,pop,3359
G,85,F,2011,15,pop,1341
G,85,F,2011,27,pop,296
G,85,F,2011,32,pop,296
G,85,F,2011,36,pop,1426
G,90,T,2001,T,pop,1077
G,90,T,2001,15,pop,454
G,90,T,2001,27,pop,81
G,90,T,2001,32,pop,114
G,90,T,2001,36,pop,428
G,90,T,2011,T,pop,2134
G,90,T,2011,15,pop,838
G,90,T,2011,27,pop,189
G,90,T,2011,32,pop,229
G,90,T,2011,36,pop,878
G,90,M,2001,T,pop,368
G,90,M,2001,15,pop,161
G,90,M,2001,27,pop,26
G,90,M,2001,32,pop,40
G,90,M,2001,36,pop,141
G,90,M,2011,T,pop,596
G,90,M,2011,15,pop,232
G,90,M,2011,27,pop,59
G,90,M,2011,32,pop,62
G,90,M,2011,36,pop,244
G,90,F,2001,T,pop,829
G,90,F,2001,15,pop,344
G,90,F,2001,27,pop,64
G,90,F,2001,32,pop,85
G,90,F,2001,36,pop,336
G,90,F,2011,T,pop,1538
G,90,F,2011,15,pop,606
G,90,F,2011,27,pop,130
G,90,F,2011,32,pop,167
G,90,F,2011,36,pop,635
G,95,T,2001,T,pop,283
G,95,T,2001,15,pop,120
G,95,T,2001,27,pop,17
G,95,T,2001,32,pop,28
G,95,T,2001,36,pop,118
G,95,T,2011,T,pop,598
G,95,T,2011,15,pop,244
G,95,T,2011,27,pop,44
G,95,T,2011,32,pop,60
G,95,T,2011,36,pop,250
G,95,M,2001,T,pop,72
G,95,M,2001,15,pop,33
G,95,M,2001,27,pop,2
G,95,M,2001,32,pop,10
G,95,M,2001,36,pop,27
G,95,M,2011,T,pop,153
G,95,M,2011,15,pop,66
G,95,M,2011,27,pop,12
G,95,M,2011,32,pop,11
G,95,M,2011,36,pop,64
G,95,F,2001,T,pop,211
G,95,F,2001,15,pop,87
G,95,F,2001,27,pop,15
G,95,F,2001,32,pop,18
G,95,F,2001,36,pop,91
G,95,F,2011,T,pop,445
G,95,F,2011,15,pop,178
G,95,F,2011,27,pop,32
G,95,F,2011,32,pop,49
G,95,F,2011,36,pop,186
G,100,T,2001,T,pop,30
G,100,T,2001,15,pop,9
G,100,T,2001,27,pop,2
G,100,T,2001,32,pop,5
G,100,T,2001,36,pop,14
G,100,T,2011,T,pop,84
G,100,T,2011,15,pop,21
G,100,T,2011,27,pop,10
G,100,T,2011,32,pop,14
G,100,T,2011,36,pop,39
G,100,M,2001,T,pop,2
G,100,M,2001,15,pop,1
G,100,M,2001,27,pop,1
G,100,M,2001,32,pop,0
G,100,M,2001,36,pop,0
G,100,M,2011,T,pop,26
G,100,M,2011,15,pop,7
G,100,M,2011,27,pop,2
G,100,M,2011,32,pop,4
G,100,M,2011,36,pop,14
G,100,F,2001,T,pop,28
G,100,F,2001,15,pop,8
G,100,F,2001,27,pop,1
G,100,F,2001,32,pop,5
G,100,F,2001,36,pop,14
G,100,F,2011,T,pop,58
G,100,F,2011,15,pop,15
G,100,F,2011,27,pop,8
G,100,F,2011,32,pop,10
G,100,F,2011,36,pop,25
A,T,T,2001,T,pop,122825
A,T,T,2001,15,pop,49780
A,T,T,2001,27,pop,18863
A,T,T,2001,32,pop,16110
A,T,T,2001,36,pop,38072
A,T,T,2011,T,pop,143757
A,T,T,2011,15,pop,59562
A,T,T,2011,27,pop,22097
A,T,T,2011,32,pop,18088
A,T,T,2011,36,pop,44010
A,T,M,2001,T,pop,59608
A,T,M,2001,15,pop,24359
A,T,M,2001,27,pop,8992
A,T,M,2001,32,pop,7657
A,T,M,2001,36,pop,18600
A,T,M,2011,T,pop,70595
A,T,M,2011,15,pop,29459
A,T,M,2011,27,pop,10754
A,T,M,2011,32,pop,8599
A,T,M,2011,36,pop,21783
A,T,F,2001,T,pop,63217
A,T,F,2001,15,pop,25421
A,T,F,2001,27,pop,9871
A,T,F,2001,32,pop,8453
A,T,F,2001,36,pop,19472
A,T,F,2011,T,pop,73162
A,T,F,2011,15,pop,30103
A,T,F,2011,27,pop,11343
A,T,F,2011,32,pop,9489
A,T,F,2011,36,pop,22227
A,0,T,2001,T,pop,1738
A,0,T,2001,15,pop,676
A,0,T,2001,27,pop,226
A,0,T,2001,32,pop,286
A,0,T,2001,36,pop,550
A,0,T,2011,T,pop,2708
A,0,T,2011,15,pop,1162
A,0,T,2011,27,pop,379
A,0,T,2011,32,pop,363
A,0,T,2011,36,pop,803
A,0,M,2001,T,pop,895
A,0,M,2001,15,pop,337
A,0,M,2001,27,pop,119
A,0,M,2001,32,pop,147
A,0,M,2001,36,pop,292
A,0,M,2011,T,pop,1395
A,0,M,2011,15,pop,630
A,0,M,2011,27,pop,182
A,0,M,2011,32,pop,180
A,0,M,2011,36,pop,404
A,0,F,2001,T,pop,843
A,0,F,2001,15,pop,339
A,0,F,2001,27,pop,107
A,0,F,2001,32,pop,139
A,0,F,2001,36,pop,258
A,0,F,2011,T,pop,1312
A,0,F,2011,15,pop,533
A,0,F,2011,27,pop,197
A,0,F,2011,32,pop,183
A,0,F,2011,36,pop,399
A,5,T,2001,T,pop,2601
A,5,T,2001,15,pop,1013
A,5,T,2001,27,pop,341
A,5,T,2001,32,pop,415
A,5,T,2001,36,pop,832
A,5,T,2011,T,pop,4454
A,5,T,2011,15,pop,1849
A,5,T,2011,27,pop,524
A,5,T,2011,32,pop,606
A,5,T,2011,36,pop,1476
A,5,M,2001,T,pop,1305
A,5,M,2001,15,pop,504
A,5,M,2001,27,pop,170
A,5,M,2001,32,pop,214
A,5,M,2001,36,pop,417
A,5,M,2011,T,pop,2265
A,5,M,2011,15,pop,907
A,5,M,2011,27,pop,305
A,5,M,2011,32,pop,302
A,5,M,2011,36,pop,752
A,5,F,2001,T,pop,1296
A,5,F,2001,15,pop,509
A,5,F,2001,27,pop,171
A,5,F,2001,32,pop,201
A,5,F,2001,36,pop,415
A,5,F,2011,T,pop,2189
A,5,F,2011,15,pop,942
A,5,F,2011,27,pop,219
A,5,F,2011,32,pop,304
A,5,F,2011,36,pop,724
A,10,T,2001,T,pop,3829
A,10,T,2001,15,pop,1439
A,10,T,2001,27,pop,548
A,10,T,2001,32,pop,597
A,10,T,2001,36,pop,1245
A,10,T,2011,T,pop,3961
A,10,T,2011,15,pop,1572
A,10,T,2011,27,pop,502
A,10,T,2011,32,pop,529
A,10,T,2011,36,pop,1359
A,10,M,2001,T,pop,1941
A,10,M,2001,15,pop,711
A,10,M,2001,27,pop,302
A,10,M,2001,32,pop,306
A,10,M,2001,36,pop,622
A,10,M,2011,T,pop,2044
A,10,M,2011,15,pop,788
A,10,M,2011,27,pop,270
A,10,M,2011,32,pop,272
A,10,M,2011,36,pop,714
A,10,F,2001,T,pop,1888
A,10,F,2001,15,pop,728
A,10,F,2001,27,pop,246
A,10,F,2001,32,pop,291
A,10,F,2001,36,pop,623
A,10,F,2011,T,pop,1917
A,10,F,2011,15,pop,784
A,10,F,2011,27,pop,232
A,10,F,2011,32,pop,257
A,10,F,2011,36,pop,645
A,15,T,2001,T,pop,5432
A,15,T,2001,15,pop,2126
A,15,T,2001,27,pop,899
A,15,T,2001,32,pop,849
A,15,T,2001,36,pop,1558
A,15,T,2011,T,pop,3747
A,15,T,2011,15,pop,1500
A,15,T,2011,27,pop,513
A,15,T,2011,32,pop,545
A,15,T,2011,36,pop,1189
A,15,M,2001,T,pop,2799
A,15,M,2001,15,pop,1122
A,15,M,2001,27,pop,455
A,15,M,2001,32,pop,438
A,15,M,2001,36,pop,784
A,15,M,2011,T,pop,1885
A,15,M,2011,15,pop,723
A,15,M,2011,27,pop,278
A,15,M,2011,32,pop,278
A,15,M,2011,36,pop,606
A,15,F,2001,T,pop,2633
A,15,F,2001,15,pop,1004
A,15,F,2001,27,pop,444
A,15,F,2001,32,pop,411
A,15,F,2001,36,pop,774
A,15,F,2011,T,pop,1862
A,15,F,2011,15,pop,778
A,15,F,2011,27,pop,234
A,15,F,2011,32,pop,268
A,15,F,2011,36,pop,583
A,20,T,2001,T,pop,9395
A,20,T,2001,15,pop,3602
A,20,T,2001,27,pop,1746
A,20,T,2001,32,pop,1460
A,20,T,2001,36,pop,2587
A,20,T,2011,T,pop,4903
A,20,T,2011,15,pop,1917
A,20,T,2011,27,pop,734
A,20,T,2011,32,pop,717
A,20,T,2011,36,pop,1535
A,20,M,2001,T,pop,4704
A,20,M,2001,15,pop,1759
A,20,M,2001,27,pop,897
A,20,M,2001,32,pop,705
A,20,M,2001,36,pop,1343
A,20,M,2011,T,pop,2337
A,20,M,2011,15,pop,890
A,20,M,2011,27,pop,369
A,20,M,2011,32,pop,331
A,20,M,2011,36,pop,748
A,20,F,2001,T,pop,4691
A,20,F,2001,15,pop,1843
A,20,F,2001,27,pop,849
A,20,F,2001,32,pop,755
A,20,F,2001,36,pop,1244
A,20,F,2011,T,pop,2565
A,20,F,2011,15,pop,1027
A,20,F,2011,27,pop,365
A,20,F,2011,32,pop,386
A,20,F,2011,36,pop,788
A,25,T,2001,T,pop,11663
A,25,T,2001,15,pop,4640
A,25,T,2001,27,pop,2120
A,25,T,2001,32,pop,1573
A,25,T,2001,36,pop,3330
A,25,T,2011,T,pop,7583
A,25,T,2011,15,pop,3184
A,25,T,2011,27,pop,1240
A,25,T,2011,32,pop,1055
A,25,T,2011,36,pop,2104
A,25,M,2001,T,pop,5621
A,25,M,2001,15,pop,2212
A,25,M,2001,27,pop,1017
A,25,M,2001,32,pop,765
A,25,M,2001,36,pop,1627
A,25,M,2011,T,pop,3582
A,25,M,2011,15,pop,1509
A,25,M,2011,27,pop,577
A,25,M,2011,32,pop,504
A,25,M,2011,36,pop,993
A,25,F,2001,T,pop,6042
A,25,F,2001,15,pop,2428
A,25,F,2001,27,pop,1103
A,25,F,2001,32,pop,808
A,25,F,2001,36,pop,1703
A,25,F,2011,T,pop,4001
A,25,F,2011,15,pop,1675
A,25,F,2011,27,pop,663
A,25,F,2011,32,pop,551
A,25,F,2011,36,pop,1112
A,30,T,2001,T,pop,12048
A,30,T,2001,15,pop,4991
A,30,T,2001,27,pop,2054
A,30,T,2001,32,pop,1580
A,30,T,2001,36,pop,3423
A,30,T,2011,T,pop,13181
A,30,T,2011,15,pop,5520
A,30,T,2011,27,pop,2308
A,30,T,2011,32,pop,1731
A,30,T,2011,36,pop,3622
A,30,M,2001,T,pop,5757
A,30,M,2001,15,pop,2398
A,30,M,2001,27,pop,937
A,30,M,2001,32,pop,741
A,30,M,2001,36,pop,1681
A,30,M,2011,T,pop,6462
A,30,M,2011,15,pop,2652
A,30,M,2011,27,pop,1160
A,30,M,2011,32,pop,827
A,30,M,2011,36,pop,1823
A,30,F,2001,T,pop,6291
A,30,F,2001,15,pop,2593
A,30,F,2001,27,pop,1117
A,30,F,2001,32,pop,839
A,30,F,2001,36,pop,1742
A,30,F,2011,T,pop,6719
A,30,F,2011,15,pop,2868
A,30,F,2011,27,pop,1148
A,30,F,2011,32,pop,904
A,30,F,2011,36,pop,1799
A,35,T,2001,T,pop,12182
A,35,T,2001,15,pop,5178
A,35,T,2001,27,pop,1881
A,35,T,2001,32,pop,1590
A,35,T,2001,36,pop,3533
A,35,T,2011,T,pop,15804
A,35,T,2011,15,pop,6590
A,35,T,2011,27,pop,2706
A,35,T,2011,32,pop,1849
A,35,T,2011,36,pop,4660
A,35,M,2001,T,pop,5829
A,35,M,2001,15,pop,2540
A,35,M,2001,27,pop,889
A,35,M,2001,32,pop,721
A,35,M,2001,36,pop,1679
A,35,M,2011,T,pop,7876
A,35,M,2011,15,pop,3319
A,35,M,2011,27,pop,1320
A,35,M,2011,32,pop,914
A,35,M,2011,36,pop,2323
A,35,F,2001,T,pop,6353
A,35,F,2001,15,pop,2638
A,35,F,2001,27,pop,992
A,35,F,2001,32,pop,869
A,35,F,2001,36,pop,1854
A,35,F,2011,T,pop,7928
A,35,F,2011,15,pop,3271
A,35,F,2011,27,pop,1386
A,35,F,2011,32,pop,935
A,35,F,2011,36,pop,2337
A,40,T,2001,T,pop,11575
A,40,T,2001,15,pop,4874
A,40,T,2001,27,pop,1709
A,40,T,2001,32,pop,1475
A,40,T,2001,36,pop,3517
A,40,T,2011,T,pop,14802
A,40,T,2011,15,pop,6290
A,40,T,2011,27,pop,2499
A,40,T,2011,32,pop,1773
A,40,T,2011,36,pop,4240
A,40,M,2001,T,pop,5613
A,40,M,2001,15,pop,2411
A,40,M,2001,27,pop,792
A,40,M,2001,32,pop,660
A,40,M,2001,36,pop,1750
A,40,M,2011,T,pop,7382
A,40,M,2011,15,pop,3139
A,40,M,2011,27,pop,1187
A,40,M,2011,32,pop,856
A,40,M,2011,36,pop,2200
A,40,F,2001,T,pop,5962
A,40,F,2001,15,pop,2463
A,40,F,2001,27,pop,917
A,40,F,2001,32,pop,815
A,40,F,2001,36,pop,1767
A,40,F,2011,T,pop,7420
A,40,F,2011,15,pop,3151
A,40,F,2011,27,pop,1312
A,40,F,2011,32,pop,917
A,40,F,2011,36,pop,2040
A,45,T,2001,T,pop,10061
A,45,T,2001,15,pop,4063
A,45,T,2001,27,pop,1460
A,45,T,2001,32,pop,1208
A,45,T,2001,36,pop,3330
A,45,T,2011,T,pop,13537
A,45,T,2011,15,pop,5848
A,45,T,2011,27,pop,2099
A,45,T,2011,32,pop,1703
A,45,T,2011,36,pop,3887
A,45,M,2001,T,pop,5070
A,45,M,2001,15,pop,2092
A,45,M,2001,27,pop,764
A,45,M,2001,32,pop,587
A,45,M,2001,36,pop,1627
A,45,M,2011,T,pop,6739
A,45,M,2011,15,pop,2983
A,45,M,2011,27,pop,1011
A,45,M,2011,32,pop,809
A,45,M,2011,36,pop,1935
A,45,F,2001,T,pop,4991
A,45,F,2001,15,pop,1971
A,45,F,2001,27,pop,696
A,45,F,2001,32,pop,621
A,45,F,2001,36,pop,1703
A,45,F,2011,T,pop,6798
A,45,F,2011,15,pop,2864
A,45,F,2011,27,pop,1088
A,45,F,2011,32,pop,894
A,45,F,2011,36,pop,1952
A,50,T,2001,T,pop,9263
A,50,T,2001,15,pop,3856
A,50,T,2001,27,pop,1201
A,50,T,2001,32,pop,1056
A,50,T,2001,36,pop,3150
A,50,T,2011,T,pop,12243
A,50,T,2011,15,pop,5216
A,50,T,2011,27,pop,1850
A,50,T,2011,32,pop,1495
A,50,T,2011,36,pop,3681
A,50,M,2001,T,pop,4817
A,50,M,2001,15,pop,2031
A,50,M,2001,27,pop,629
A,50,M,2001,32,pop,521
A,50,M,2001,36,pop,1636
A,50,M,2011,T,pop,6064
A,50,M,2011,15,pop,2645
A,50,M,2011,27,pop,899
A,50,M,2011,32,pop,653
A,50,M,2011,36,pop,1867
A,50,F,2001,T,pop,4446
A,50,F,2001,15,pop,1825
A,50,F,2001,27,pop,572
A,50,F,2001,32,pop,535
A,50,F,2001,36,pop,1514
A,50,F,2011,T,pop,6178
A,50,F,2011,15,pop,2571
A,50,F,2011,27,pop,951
A,50,F,2011,32,pop,842
A,50,F,2011,36,pop,1814
A,55,T,2001,T,pop,8016
A,55,T,2001,15,pop,3370
A,55,T,2001,27,pop,986
A,55,T,2001,32,pop,933
A,55,T,2001,36,pop,2727
A,55,T,2011,T,pop,10508
A,55,T,2011,15,pop,4272
A,55,T,2011,27,pop,1547
A,55,T,2011,32,pop,1269
A,55,T,2011,36,pop,3419
A,55,M,2001,T,pop,4120
A,55,M,2001,15,pop,1736
A,55,M,2001,27,pop,485
A,55,M,2001,32,pop,472
A,55,M,2001,36,pop,1427
A,55,M,2011,T,pop,5324
A,55,M,2011,15,pop,2236
A,55,M,2011,27,pop,800
A,55,M,2011,32,pop,614
A,55,M,2011,36,pop,1674
A,55,F,2001,T,pop,3896
A,55,F,2001,15,pop,1634
A,55,F,2001,27,pop,501
A,55,F,2001,32,pop,461
A,55,F,2001,36,pop,1300
A,55,F,2011,T,pop,5184
A,55,F,2011,15,pop,2036
A,55,F,2011,27,pop,747
A,55,F,2011,32,pop,655
A,55,F,2011,36,pop,1745
A,60,T,2001,T,pop,5987
A,60,T,2001,15,pop,2373
A,60,T,2001,27,pop,824
A,60,T,2001,32,pop,748
A,60,T,2001,36,pop,2042
A,60,T,2011,T,pop,9503
A,60,T,2011,15,pop,3953
A,60,T,2011,27,pop,1287
A,60,T,2011,32,pop,1115
A,60,T,2011,36,pop,3148
A,60,M,2001,T,pop,3061
A,60,M,2001,15,pop,1218
A,60,M,2001,27,pop,399
A,60,M,2001,32,pop,388
A,60,M,2001,36,pop,1056
A,60,M,2011,T,pop,4987
A,60,M,2011,15,pop,2103
A,60,M,2011,27,pop,694
A,60,M,2011,32,pop,545
A,60,M,2011,36,pop,1645
A,60,F,2001,T,pop,2926
A,60,F,2001,15,pop,1155
A,60,F,2001,27,pop,425
A,60,F,2001,32,pop,360
A,60,F,2001,36,pop,986
A,60,F,2011,T,pop,4515
A,60,F,2011,15,pop,1849
A,60,F,2011,27,pop,593
A,60,F,2011,32,pop,570
A,60,F,2011,36,pop,1503
A,65,T,2001,T,pop,5949
A,65,T,2001,15,pop,2397
A,65,T,2001,27,pop,832
A,65,T,2001,32,pop,715
A,65,T,2001,36,pop,2005
A,65,T,2011,T,pop,8212
A,65,T,2011,15,pop,3412
A,65,T,2011,27,pop,1075
A,65,T,2011,32,pop,1009
A,65,T,2011,36,pop,2716
A,65,M,2001,T,pop,2920
A,65,M,2001,15,pop,1195
A,65,M,2001,27,pop,365
A,65,M,2001,32,pop,330
A,65,M,2001,36,pop,1030
A,65,M,2011,T,pop,4278
A,65,M,2011,15,pop,1761
A,65,M,2011,27,pop,554
A,65,M,2011,32,pop,515
A,65,M,2011,36,pop,1449
A,65,F,2001,T,pop,3029
A,65,F,2001,15,pop,1202
A,65,F,2001,27,pop,467
A,65,F,2001,32,pop,385
A,65,F,2001,36,pop,975
A,65,F,2011,T,pop,3934
A,65,F,2011,15,pop,1652
A,65,F,2011,27,pop,521
A,65,F,2011,32,pop,494
A,65,F,2011,36,pop,1267
A,70,T,2001,T,pop,4897
A,70,T,2001,15,pop,1964
A,70,T,2001,27,pop,758
A,70,T,2001,32,pop,626
A,70,T,2001,36,pop,1549
A,70,T,2011,T,pop,5856
A,70,T,2011,15,pop,2271
A,70,T,2011,27,pop,869
A,70,T,2011,32,pop,733
A,70,T,2011,36,pop,1983
A,70,M,2001,T,pop,2176
A,70,M,2001,15,pop,876
A,70,M,2001,27,pop,309
A,70,M,2001,32,pop,297
A,70,M,2001,36,pop,694
A,70,M,2011,T,pop,2903
A,70,M,2011,15,pop,1125
A,70,M,2011,27,pop,417
A,70,M,2011,32,pop,372
A,70,M,2011,36,pop,989
A,70,F,2001,T,pop,2721
A,70,F,2001,15,pop,1088
A,70,F,2001,27,pop,449
A,70,F,2001,32,pop,329
A,70,F,2001,36,pop,855
A,70,F,2011,T,pop,2953
A,70,F,2011,15,pop,1145
A,70,F,2011,27,pop,453
A,70,F,2011,32,pop,361
A,70,F,2011,36,pop,994
A,75,T,2001,T,pop,3652
A,75,T,2001,15,pop,1449
A,75,T,2001,27,pop,578
A,75,T,2001,32,pop,449
A,75,T,2001,36,pop,1176
A,75,T,2011,T,pop,5398
A,75,T,2011,15,pop,2161
A,75,T,2011,27,pop,800
A,75,T,2011,32,pop,647
A,75,T,2011,36,pop,1791
A,75,M,2001,T,pop,1493
